"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000021635",0.0926915854514905,4.80452171950581,0.5382685081822,0.612199254096367
"ENSMUSG00000044254",0.123409831014725,1.74266492429066,0.538358796068321,0.612250289336683
"ENSMUSG00000025971",-0.119991714223767,3.97380154469997,0.538612440787997,0.612487078385744
"ENSMUSG00000017830",-0.216016839150352,0.661587277841385,0.538830684020604,0.61268357382606
"ENSMUSG00000037965",-0.0621320358522519,7.01227324322583,0.539077273481305,0.612912264805724
"ENSMUSG00000016763",-0.310680871408676,1.34346550846147,0.539663037713611,0.61352651470882
"ENSMUSG00000044231",-0.142714682923233,1.71927467394566,0.539772215306866,0.613598889834882
"ENSMUSG00000000197",-0.335528134325033,0.039151265156736,0.540113861964229,0.613935495205714
"ENSMUSG00000023939",0.107360900379649,4.14015676178713,0.540218206370852,0.613995828119892
"ENSMUSG00000028398",-0.0724501363341371,4.10828909331962,0.540268014154871,0.613995828119892
"ENSMUSG00000028850",0.118654653952973,2.79733461291809,0.540303576069007,0.613995828119892
"ENSMUSG00000027829",0.0876181324779093,6.86175903982546,0.540365992623399,0.614006611622492
"ENSMUSG00000001569",0.0628849694360336,5.66491130444366,0.540404157473546,0.614006611622492
"ENSMUSG00000035620",0.06506727732446,5.01199685792772,0.540659359947792,0.614244802920629
"ENSMUSG00000079003",0.0971013515745839,4.46582473219238,0.540962703434891,0.614537642622884
"ENSMUSG00000015337",0.297626553856577,1.23230364012544,0.541076987329386,0.614615677973328
"ENSMUSG00000072571",0.217825149477459,0.0499509727870142,0.541322572774369,0.614820899451111
"ENSMUSG00000012848",0.0809563320190421,9.57208927282141,0.541348867033951,0.614820899451111
"ENSMUSG00000025337",0.0625934029450148,6.01904413360249,0.541962705874946,0.615466198121485
"ENSMUSG00000024136",-0.244573551011404,0.000710683093836041,0.542046954585861,0.615503876429774
"ENSMUSG00000034593",-0.0638894497090798,8.23198527665016,0.542087198638878,0.615503876429774
"ENSMUSG00000047067",-0.135477397712978,1.6566829806428,0.542147256522036,0.615520226138923
"ENSMUSG00000041245",-0.098175264988879,3.17130760805577,0.542496186627382,0.615826509093667
"ENSMUSG00000025912",-0.0816722722878057,5.41574549825999,0.542520069444039,0.615826509093667
"ENSMUSG00000011114",-0.0550237356303374,6.99050858254405,0.542554072287329,0.615826509093667
"ENSMUSG00000019797",-0.0792523164225378,4.44462617951133,0.542644575107723,0.615877379780032
"ENSMUSG00000073079",0.135463781311598,2.23366865101877,0.542919265273921,0.616137268722765
"ENSMUSG00000078903",0.270316651382376,-0.0746919964250351,0.54320772163429,0.616412735298979
"ENSMUSG00000035152",0.0528396662368272,8.17915809978384,0.544207566308119,0.617495345627451
"ENSMUSG00000027803",0.0564898536316583,7.73069912384687,0.544557350279312,0.617840232209679
"ENSMUSG00000048486",0.0818269363896581,4.62960921703561,0.54513204355589,0.61844021536455
"ENSMUSG00000003099",0.071284011240158,6.25844905007101,0.545242637578708,0.618513631538081
"ENSMUSG00000003228",0.0625495862656465,5.22321287963798,0.545455329782628,0.618702843988188
"ENSMUSG00000026433",-0.0865046155799216,3.65378536060721,0.545785799454118,0.61902560680136
"ENSMUSG00000059602",0.258393698655282,-0.109274811910317,0.546194391373955,0.619436913444291
"ENSMUSG00000033128",0.0892706019150483,6.18623621697602,0.546470840210991,0.619698300545455
"ENSMUSG00000024824",0.0872295040147006,4.35652363248307,0.546522973552708,0.619705291148461
"ENSMUSG00000022089",0.0628125697857887,5.10934362973118,0.547449534835,0.620703715652703
"ENSMUSG00000020476",0.0605546878967475,6.82169549148061,0.547673292920332,0.620905194000421
"ENSMUSG00000009555",0.0811533659289864,5.94443952244897,0.548050525757635,0.621280620395112
"ENSMUSG00000030727",-0.0771976211534383,4.95112689008937,0.548161478994852,0.621354149359253
"ENSMUSG00000020219",0.123606599553975,5.48961572079165,0.548452869172803,0.621632178351989
"ENSMUSG00000026179",0.0998722148401353,3.70855478309565,0.548580071633225,0.621724081184322
"ENSMUSG00000049086",-0.122868922810238,1.80250661176924,0.548992676756903,0.622139397726951
"ENSMUSG00000056492",-0.279280432364524,-0.0118964304146737,0.549144218048353,0.622258821846671
"ENSMUSG00000022911",-0.079960944600879,5.02993250112731,0.549416391829143,0.62251490824077
"ENSMUSG00000007038",-0.0625403898610435,5.23042400308278,0.549769830107335,0.622863020394737
"ENSMUSG00000003955",0.0757347898247921,6.42314291799622,0.54984515445643,0.622896010691356
"ENSMUSG00000037253",0.0574856366646927,6.52646149422922,0.550168719599739,0.623205011140108
"ENSMUSG00000054808",0.0618733241731311,9.94719659727941,0.550210373309811,0.623205011140108
"ENSMUSG00000020309",-0.114364111058512,3.35043593885885,0.550315551174903,0.623271775635459
"ENSMUSG00000021144",-0.0736579632705285,6.5202507085805,0.550591157791502,0.623531535465998
"ENSMUSG00000037845",0.129552394093007,2.09893733378979,0.550870950225459,0.623795991599279
"ENSMUSG00000024068",0.0667751567325414,5.66301778484299,0.551235541154836,0.624156419478275
"ENSMUSG00000032121",0.0922898825598067,3.45959309249689,0.551294644519168,0.624170916499782
"ENSMUSG00000048410",-0.0733892231441464,4.90362493065314,0.552187758730429,0.625129591488487
"ENSMUSG00000073702",0.0710583584588708,7.89306996010377,0.552282588484156,0.625184446666799
"ENSMUSG00000040385",0.054521606571306,7.85708786638184,0.552401421742776,0.625243375701873
"ENSMUSG00000030682",0.0557898217697357,7.01420769486807,0.552427405087531,0.625243375701873
"ENSMUSG00000046417",0.0974980288360572,3.54421862551477,0.552636315020973,0.625403650892166
"ENSMUSG00000029560",-0.089931371521465,4.9684307837674,0.552661797572759,0.625403650892166
"ENSMUSG00000005980",-0.135473097110237,1.68500133980892,0.552864323900319,0.625580321512524
"ENSMUSG00000033543",-0.0803487391696272,5.49245112570831,0.554094273844949,0.626919421376732
"ENSMUSG00000029027",0.0917136993911492,3.12994111197012,0.554629766048293,0.627472631428083
"ENSMUSG00000025236",0.0554765058528451,6.28860131474919,0.554899438154794,0.627725042021044
"ENSMUSG00000027170",0.0714608790079352,6.64184848387198,0.555207814118889,0.628006130857529
"ENSMUSG00000024512",-0.166679756513375,1.28609767889934,0.55524108550485,0.628006130857529
"ENSMUSG00000007836",-0.0743636251518868,7.74095877662079,0.555577585254081,0.628334012316297
"ENSMUSG00000005483",0.058371894362546,6.19987076393985,0.555655524733261,0.628369442909915
"ENSMUSG00000019868",-0.0644965686236845,5.18790728516752,0.555778503244803,0.628455796195536
"ENSMUSG00000029802",-0.0812452616426821,5.65026025852355,0.556666487019731,0.629407104882412
"ENSMUSG00000050947",-0.0864743280783547,3.08433947905612,0.556825445863242,0.629534035196441
"ENSMUSG00000029229",-0.0665088697045803,5.01741346218693,0.557383215428466,0.630111792636575
"ENSMUSG00000063358",0.0536123656906607,8.23721332849865,0.557751597293151,0.630475371718008
"ENSMUSG00000038212",-0.0775347314064206,6.26733040598571,0.557956587182888,0.630654209089672
"ENSMUSG00000068130",-0.171374815453325,1.70504734416018,0.558034235691398,0.630689095519428
"ENSMUSG00000028268",-0.173585343087571,1.16686626324337,0.558087826373463,0.630696788275686
"ENSMUSG00000043631",-0.233774953622626,0.315599330201868,0.558215294950128,0.630787962382454
"ENSMUSG00000031820",-0.0720723521214669,5.88177686400483,0.558390593730891,0.63093316520712
"ENSMUSG00000017713",-0.146421126845628,1.36587610712474,0.558461207747676,0.630960068860746
"ENSMUSG00000090173",0.14296591973438,1.29072686779267,0.558720231447273,0.631199819001147
"ENSMUSG00000041633",-0.101155092160514,3.11646194712172,0.559500521795593,0.63202836721354
"ENSMUSG00000021712",-0.0932844575781386,5.21774615737119,0.559776560242041,0.632287206420021
"ENSMUSG00000021905",-0.0784246876234166,4.88212171801604,0.559976460466513,0.632460008675357
"ENSMUSG00000002804",0.119843278065571,2.78024020032697,0.560143466615263,0.6325956331943
"ENSMUSG00000051671",-0.0781122850171484,3.57924413199839,0.560538220984076,0.632988419926816
"ENSMUSG00000031987",-0.0578418197626629,6.20393213432584,0.560604930664992,0.632995699899893
"ENSMUSG00000025008",0.0905829584131884,3.60482175082298,0.560638577019859,0.632995699899893
"ENSMUSG00000045757",-0.110635930760611,2.09765159978389,0.560802793890172,0.633128085121297
"ENSMUSG00000042419",-0.0917039080150181,3.19642281714832,0.560881512911364,0.633163931967685
"ENSMUSG00000035597",-0.0894678738748669,6.64914287289107,0.561328997456377,0.633616027355725
"ENSMUSG00000021038",-0.0663818296840226,5.40839086520285,0.561644522162475,0.633919106101166
"ENSMUSG00000039680",0.0734226614026446,4.87557444951949,0.56175926709502,0.63399553618317
"ENSMUSG00000020115",-0.0692398441755206,5.89907034796485,0.561903430519606,0.634105152087294
"ENSMUSG00000010358",0.0875646000508531,3.7416692484934,0.562038431109303,0.634204410294176
"ENSMUSG00000051527",0.224606558193313,0.405802633137979,0.562489890058718,0.634641556992094
"ENSMUSG00000025537",0.290823306968405,-0.290693287814575,0.562519988465139,0.634641556992094
"ENSMUSG00000082229",0.17952471217395,1.55365026292018,0.563003032601259,0.6351333792885
"ENSMUSG00000059923",-0.053733468663252,6.29566626303365,0.563088266952603,0.635176380787218
"ENSMUSG00000041915",0.0694889349370542,5.45983237816636,0.563242764800009,0.635297499353156
"ENSMUSG00000005983",-0.184227766967918,0.4746023599793,0.563436276123961,0.635462598379246
"ENSMUSG00000009076",-0.0975265497088621,2.77114087328334,0.563615985401316,0.635612104667487
"ENSMUSG00000055240",-0.0793296215708447,4.0922868063787,0.564180959303955,0.636162874070759
"ENSMUSG00000063065",-0.0603307856708889,7.11368837582545,0.564198748044655,0.636162874070759
"ENSMUSG00000026743",0.0566997476089964,5.37830225782989,0.56445123175795,0.636369461116279
"ENSMUSG00000015452",-0.160970538346248,0.48463335291981,0.564476375345187,0.636369461116279
"ENSMUSG00000037197",-0.0631177537318251,6.30765534277591,0.565319941980937,0.637267174332721
"ENSMUSG00000028410",0.0683192173793379,7.19729448893814,0.565505685899036,0.637423256823152
"ENSMUSG00000028578",0.102742540937448,3.63123370490295,0.565764620818539,0.637656304810071
"ENSMUSG00000037434",0.0697682616385193,4.31430972712163,0.565832766865202,0.637656304810071
"ENSMUSG00000035329",-0.067941937621359,4.69742615111769,0.56585434125383,0.637656304810071
"ENSMUSG00000038668",-0.0577839543841722,6.37108095043944,0.565948752356387,0.637709389043501
"ENSMUSG00000024816",0.0738541436877602,6.66719581612943,0.566108740829393,0.637836350616051
"ENSMUSG00000044991",0.131203809578042,1.93340178673549,0.566667665078811,0.638388350654952
"ENSMUSG00000048550",0.0978207220801398,2.73039434567313,0.566693375290246,0.638388350654952
"ENSMUSG00000020271",0.0526480096772231,7.21006421619365,0.566970941383769,0.638647665507569
"ENSMUSG00000006333",-0.0487913124373338,9.38343018241728,0.56757151284041,0.639219452314403
"ENSMUSG00000041143",-0.0801233194880068,4.11463001007172,0.567573388042682,0.639219452314403
"ENSMUSG00000022095",0.0820940797115961,5.27070462066833,0.567710755971797,0.639320750251089
"ENSMUSG00000030126",-0.0621132325097905,4.92452465103505,0.568612783531249,0.640283071732773
"ENSMUSG00000005687",0.0599160384976413,6.01195838526813,0.568710794193208,0.640339949596478
"ENSMUSG00000020166",0.0536983046213044,6.27841332098555,0.568947311647372,0.640506318075999
"ENSMUSG00000054737",-0.107253456441731,3.84469389672666,0.568953576067064,0.640506318075999
"ENSMUSG00000040037",-0.138341186933694,2.42181432488332,0.56909843129836,0.640615894483399
"ENSMUSG00000030207",0.0828111790374037,4.22715089999814,0.570831573613292,0.642513187265659
"ENSMUSG00000052296",-0.060122154725143,6.82104532461613,0.571348439874352,0.642996974593166
"ENSMUSG00000029060",-0.0910703592228347,5.16959153495678,0.571356780554227,0.642996974593166
"ENSMUSG00000030641",0.0930572363462889,5.48378206430711,0.571575009203571,0.643188873044519
"ENSMUSG00000061032",0.0564162662093988,7.32780454272361,0.571671950479201,0.643244267123789
"ENSMUSG00000030335",-0.0652455221889698,4.76362214560443,0.571837015978758,0.643376298815693
"ENSMUSG00000000276",-0.0700852931688,4.10146526024942,0.572302188162051,0.643845931620847
"ENSMUSG00000001656",-0.209788401031828,0.448306060164767,0.572417301953987,0.643921699569568
"ENSMUSG00000035505",-0.0833831640326054,4.28176411903713,0.572551572739467,0.644019003095599
"ENSMUSG00000002222",0.0589807373938598,6.36821768675645,0.57275001077795,0.644188461146133
"ENSMUSG00000078517",0.0702385948169925,5.94286720641441,0.573098119503339,0.64452621581918
"ENSMUSG00000028405",-0.0513124440315855,6.24266364275224,0.573266107733042,0.64463149183393
"ENSMUSG00000071647",-0.0865404643023966,5.55948503235095,0.573287364112231,0.64463149183393
"ENSMUSG00000034258",0.150649467112423,1.9810556794291,0.573517296613486,0.644836253181518
"ENSMUSG00000021911",0.0619388486117165,5.83004642650344,0.573850838770427,0.645157464553759
"ENSMUSG00000024218",-0.0637690923367981,4.98372770733646,0.574030490082211,0.645305623482179
"ENSMUSG00000001445",-0.0706254165840567,5.53830937132221,0.574566568259325,0.645854407296253
"ENSMUSG00000038225",0.101317218187222,2.88854245610153,0.574646163392075,0.645890022401914
"ENSMUSG00000028145",-0.093161558432108,2.9327024054661,0.575371855131999,0.646651769823633
"ENSMUSG00000037214",0.0731571908335548,3.63671376091237,0.575533924425321,0.646779996263567
"ENSMUSG00000022791",0.0743807794918349,6.6702578133948,0.575663806797317,0.646872032961126
"ENSMUSG00000029725",0.163079610407238,3.02674806265409,0.577521769442518,0.648905732109901
"ENSMUSG00000067274",-0.0609606151472656,10.2384564701027,0.57779192074308,0.64915516989228
"ENSMUSG00000033970",0.0785138044847078,4.27796579686139,0.578521993464251,0.649921249490964
"ENSMUSG00000055371",-0.0583357174735717,6.32568345171944,0.57894045768659,0.650337164409043
"ENSMUSG00000030871",0.0865292970468503,3.27411615179337,0.579044518544831,0.650346658358294
"ENSMUSG00000035171",0.0950638154220464,2.61797524723688,0.579045392795386,0.650346658358294
"ENSMUSG00000062190",-0.066943710287361,4.18219702471185,0.579342993387383,0.650626698921635
"ENSMUSG00000026883",0.0760582839764454,6.87458392158564,0.57953491768392,0.650788023764842
"ENSMUSG00000031706",0.0960519776557268,4.59880046457599,0.579656986079784,0.650870883669962
"ENSMUSG00000117284",0.096489375030663,4.53065762850373,0.580168489953605,0.651390973021116
"ENSMUSG00000015133",-0.0628075647070098,6.11172514915405,0.580260215789074,0.651439704284852
"ENSMUSG00000037463",0.163374973752421,0.945604997067943,0.580389992446489,0.651531142324183
"ENSMUSG00000098488",0.201835594309852,-0.211650826203873,0.580502117944697,0.651602752041004
"ENSMUSG00000025208",0.0701426265193543,4.16591475073086,0.581860076624717,0.653072657811824
"ENSMUSG00000038280",-0.0705660436187387,5.78272277027853,0.582322196805324,0.653523398659677
"ENSMUSG00000058503",-0.0955934897798202,4.59563112099723,0.582395656657902,0.653523398659677
"ENSMUSG00000063406",-0.0984488859725153,6.95313657878989,0.582407099732762,0.653523398659677
"ENSMUSG00000044452",0.0527442721137212,5.73792264847414,0.582830554193932,0.653944128263703
"ENSMUSG00000016664",0.0526943122554475,7.15378345251469,0.582974937176678,0.654051691750898
"ENSMUSG00000031950",0.0677041334173508,4.73126943427258,0.583047199992264,0.654078330955789
"ENSMUSG00000037720",-0.0576240670092025,6.73021065557704,0.583715096472822,0.65477310830006
"ENSMUSG00000024018",-0.129755000722672,1.91605719950899,0.583887795221533,0.654880449501819
"ENSMUSG00000049624",-0.0618208259094127,4.83371130016066,0.583911292077849,0.654880449501819
"ENSMUSG00000024817",-0.0542551995292902,6.54018171639734,0.583993750524227,0.654880449501819
"ENSMUSG00000036977",0.0805824178600868,4.08096803511066,0.58401311914616,0.654880449501819
"ENSMUSG00000024352",-0.198468285382075,0.755097402748868,0.584053678833942,0.654880449501819
"ENSMUSG00000005371",-0.063106932259256,6.86290000754336,0.584405535794089,0.655220478047248
"ENSMUSG00000027459",-0.0720321405768662,4.00000516121913,0.584884001377742,0.655702388571587
"ENSMUSG00000020268",0.114676354553259,2.01015719595823,0.584974736817088,0.65574957816657
"ENSMUSG00000042686",0.106041277582898,2.0293486194962,0.58546097041188,0.656240071682261
"ENSMUSG00000027852",0.0483173368097532,7.04140236975928,0.585586059880919,0.656325712774748
"ENSMUSG00000052727",-0.0584737726577176,7.61942887613839,0.585781337281636,0.656489999824901
"ENSMUSG00000022742",0.0577379209140097,5.45465197152989,0.585975399241972,0.656652897521282
"ENSMUSG00000026975",0.0708282373358677,3.83614784571518,0.586120663989889,0.656761089788687
"ENSMUSG00000008730",-0.0561492149244773,6.8391645086171,0.586586685994103,0.657228649757854
"ENSMUSG00000039840",0.0541412333911054,5.82144053557924,0.586788630434003,0.657366273211535
"ENSMUSG00000011382",0.22931339175029,0.0836768899886989,0.58680704189805,0.657366273211535
"ENSMUSG00000027195",0.0569233437836334,7.26679544333335,0.586867838410294,0.657379753187302
"ENSMUSG00000002032",-0.156770698558583,0.447426800025659,0.587063260398851,0.657544019062555
"ENSMUSG00000022614",-0.0810748980333688,6.04147187172047,0.587265580147919,0.657715982883949
"ENSMUSG00000000942",-0.173427081727925,0.296384409865858,0.587625317076737,0.658064204976864
"ENSMUSG00000010054",0.0754349300968473,3.92930885682898,0.587726250336477,0.658122566723652
"ENSMUSG00000056019",-0.106457815889401,3.204877662207,0.588263605686736,0.658665740968111
"ENSMUSG00000002274",0.123093911836833,3.96356874678779,0.588312124628594,0.658665740968111
"ENSMUSG00000048911",-0.0605474796709856,5.52646625118714,0.588357900210518,0.658665740968111
"ENSMUSG00000048967",-0.292531617416684,0.0168422523832819,0.588826364903525,0.659135450075929
"ENSMUSG00000028256",-0.0764498018477454,4.49843179739373,0.58942956971839,0.659723708360051
"ENSMUSG00000028106",0.0522045367284765,5.96834573843668,0.589488729727555,0.659723708360051
"ENSMUSG00000030509",-0.0641131696334152,4.62174731958224,0.589542420368178,0.659723708360051
"ENSMUSG00000044167",0.0636669851002124,4.85845824936447,0.589547623663937,0.659723708360051
"ENSMUSG00000061028",-0.058973283443594,5.5170088012929,0.589822393938813,0.659976402115632
"ENSMUSG00000048000",-0.0523547579684752,7.10296141119684,0.589902749439548,0.660011533338414
"ENSMUSG00000037251",0.0613129369382821,4.92767944300768,0.590225540669052,0.660317884959294
"ENSMUSG00000034075",-0.049050696763286,7.41706630003511,0.590895431997332,0.661004065282035
"ENSMUSG00000024787",-0.0640235634461756,4.66498125429992,0.590936947910324,0.661004065282035
"ENSMUSG00000121606",-0.183946026598996,4.44123311822611,0.591008930546513,0.661029734729739
"ENSMUSG00000035268",0.0794300970802249,4.62238963798751,0.591149276863684,0.661131856761185
"ENSMUSG00000079508",-0.123574066955778,2.82605839548157,0.591675618984211,0.661665617546756
"ENSMUSG00000041303",0.0724470880476081,5.45175924627528,0.59173393295268,0.661668697222578
"ENSMUSG00000078920",-0.176440233949368,0.662015952097775,0.591793927048378,0.661668697222578
"ENSMUSG00000032374",0.0574271361847044,7.04349760892863,0.591825617618117,0.661668697222578
"ENSMUSG00000018372",0.0767102034921004,3.72461264184994,0.591906596710227,0.661704356103373
"ENSMUSG00000049823",0.107251940367633,3.57600180829797,0.5919887542568,0.66174132637943
"ENSMUSG00000047123",-0.0626702693868324,4.73166629714082,0.592258285248397,0.661960504476156
"ENSMUSG00000018727",0.351061367414996,-0.331920365187789,0.592283035753385,0.661960504476156
"ENSMUSG00000021176",0.185868178744349,0.602626270399678,0.592525739566703,0.6621768627289
"ENSMUSG00000031312",-0.281107269374468,-0.105839975284696,0.59271000653415,0.662327884456804
"ENSMUSG00000001493",-0.274134615469465,0.32362715139454,0.593500970398933,0.663156782589972
"ENSMUSG00000021764",-0.0651207887023183,5.7251988307274,0.593954726722249,0.66357373749179
"ENSMUSG00000036898",0.0788628353625523,3.84174767493411,0.593972575499846,0.66357373749179
"ENSMUSG00000027164",0.0531632934430207,5.30243485979453,0.594598188943651,0.664217615607339
"ENSMUSG00000029757",0.16855432402606,1.67716035329153,0.59525240052381,0.66489333096872
"ENSMUSG00000020364",0.110256897770074,2.50939932180325,0.595632379955841,0.665262644091524
"ENSMUSG00000043673",0.200895180068065,0.285687033937112,0.595886051505861,0.665490834259839
"ENSMUSG00000036030",-0.154576016182105,0.864117706913349,0.596093495765917,0.665667363851915
"ENSMUSG00000062006",-0.058001079971581,7.84440574234063,0.596418825204707,0.665975497604958
"ENSMUSG00000015342",-0.0906455495515409,3.04901245082131,0.596947253388924,0.66645912475496
"ENSMUSG00000014303",-0.0615801127071146,6.50184588227247,0.596950814584686,0.66645912475496
"ENSMUSG00000042766",-0.101375687274291,3.90869983258593,0.597573702062485,0.667099294261706
"ENSMUSG00000004096",-0.0752403724421088,6.40200999939977,0.597774195561737,0.667267858770206
"ENSMUSG00000032182",-0.0747969660540863,3.48915835158897,0.598051785383936,0.667522447322473
"ENSMUSG00000031024",0.0549957151279472,6.87536295416847,0.598129212509555,0.667540631421365
"ENSMUSG00000002458",0.051906194642041,5.43557798328778,0.598167111309999,0.667540631421365
"ENSMUSG00000014195",0.0594222386763605,6.74388379531444,0.598342195408249,0.667680749631538
"ENSMUSG00000033991",-0.0534499746948055,6.70211700019182,0.598444681049006,0.667739839862742
"ENSMUSG00000026655",-0.088098295638826,5.6216980776998,0.598642074280454,0.667792900991387
"ENSMUSG00000030663",-0.0492816339720507,6.22083702647293,0.598648892702552,0.667792900991387
"ENSMUSG00000020224",-0.109805172067137,4.12898751427032,0.598676004893875,0.667792900991387
"ENSMUSG00000042978",0.0824485019927578,4.05612726860694,0.598690379154507,0.667792900991387
"ENSMUSG00000006740",-0.0548481086376266,8.27418615500863,0.598784105828626,0.667842188357385
"ENSMUSG00000018347",-0.0685982435952146,3.91707846398881,0.599278047003419,0.668337802089104
"ENSMUSG00000034557",0.0604688843836555,5.59871192908446,0.599360253232602,0.668374189248797
"ENSMUSG00000031819",0.0548776943941337,5.40200666883723,0.599768924107194,0.668761812763494
"ENSMUSG00000002233",-0.049341761694609,7.86509121563218,0.599807067585743,0.668761812763494
"ENSMUSG00000032086",0.0498976067036992,6.60337939456374,0.60000689377602,0.668890954941708
"ENSMUSG00000026893",-0.122933555735521,2.53046409209743,0.600022128781995,0.668890954941708
"ENSMUSG00000056515",-0.0471280697798857,7.2008757786255,0.600110332663746,0.668933966813293
"ENSMUSG00000034300",0.0538977683341356,5.97461433785317,0.601565100820748,0.670500134283961
"ENSMUSG00000034413",0.210871893069807,-0.0580688920188862,0.601692464714025,0.670586649868533
"ENSMUSG00000027977",0.117654951381537,1.64890550257664,0.601969479499485,0.670839923380388
"ENSMUSG00000038481",-0.0566099041373413,5.3052388280571,0.602141760986736,0.670976448988444
"ENSMUSG00000041028",0.0636567294481927,8.80366005497059,0.602297320892667,0.671094320435907
"ENSMUSG00000050174",-0.27038682721898,-0.0126047892494194,0.602415506171396,0.671170532123685
"ENSMUSG00000068391",-0.0793781749435719,3.9487396185418,0.602478495319999,0.671185240509785
"ENSMUSG00000021514",0.0646460646015825,4.73046322940075,0.60285911793222,0.671553773660904
"ENSMUSG00000031792",0.0768328762588891,4.38701600168994,0.603503452147201,0.672215982681683
"ENSMUSG00000031841",0.0521734347345424,7.09069846248643,0.604244868435895,0.672986208805709
"ENSMUSG00000020163",-0.0661597495591457,5.38620622101394,0.604530391532184,0.673248592172274
"ENSMUSG00000062609",0.0716651294351715,4.51278407116562,0.605012309310874,0.673729633390046
"ENSMUSG00000022722",0.0687825166461282,3.58646921101876,0.605131661457959,0.673806882639361
"ENSMUSG00000027882",0.0515198860039294,5.87047278068963,0.605454798583032,0.674060847893472
"ENSMUSG00000044949",0.0674012175927822,4.37951207525385,0.605459743872269,0.674060847893472
"ENSMUSG00000020700",0.0563755751051951,6.2468803575714,0.605635522521896,0.674200865327637
"ENSMUSG00000041629",-0.0650385846179353,4.57054270229984,0.605750387174393,0.674266070551341
"ENSMUSG00000027984",-0.0530905894662559,6.0197666736159,0.605794128515529,0.674266070551341
"ENSMUSG00000030329",-0.086281877103854,3.42597344484732,0.605946377893923,0.674345369408499
"ENSMUSG00000029592",0.0550182275390857,4.97468720606927,0.605965418367669,0.674345369408499
"ENSMUSG00000032123",-0.0551628485820887,5.29358529967166,0.606236601389188,0.674520925749831
"ENSMUSG00000034066",-0.0860605877951059,4.94800160378085,0.606248898045769,0.674520925749831
"ENSMUSG00000004788",0.0697887411882347,5.51108581485502,0.606288662106736,0.674520925749831
"ENSMUSG00000047141",0.0713631915296479,4.77325418644714,0.606323312679805,0.674520925749831
"ENSMUSG00000032641",-0.1613794165946,1.389701276812,0.606482424493004,0.674642261291377
"ENSMUSG00000025453",0.190553121770562,0.00313248210503713,0.606873077195306,0.675021118289598
"ENSMUSG00000034211",-0.0526335206946901,5.35998995808175,0.607013807333314,0.675121948408581
"ENSMUSG00000021945",-0.067511632332718,6.67962393493429,0.607223175284406,0.675299094704593
"ENSMUSG00000023966",0.149822590266875,1.40114938111843,0.607636507977793,0.675703024337922
"ENSMUSG00000028158",0.0737153811561638,3.35718147704297,0.607692829975669,0.675709917593368
"ENSMUSG00000034762",-0.120388510471523,2.74644011524864,0.607795010877663,0.675767797248806
"ENSMUSG00000009563",0.0724767967616319,4.67609505742177,0.607936493244687,0.675869360500711
"ENSMUSG00000062110",-0.0678045562540883,3.82616077016567,0.607989487200812,0.675872538711482
"ENSMUSG00000018501",0.0468406390053878,7.75417533432336,0.60859677219696,0.676491844161215
"ENSMUSG00000032571",0.0604030415248562,5.66758653886056,0.608701690816039,0.676552683147087
"ENSMUSG00000042133",0.080080860094436,6.66290766966267,0.609213183729628,0.67706536932062
"ENSMUSG00000022297",0.0536694431412191,5.15131123220282,0.609384014457476,0.677163132362133
"ENSMUSG00000048058",-0.0642329660130983,4.09030774809609,0.609401611291254,0.677163132362133
"ENSMUSG00000038259",-0.143151125786961,1.30745638122188,0.609518665443551,0.677237379777839
"ENSMUSG00000078440",0.119400707043699,3.23042624109795,0.609599721005272,0.67727162014769
"ENSMUSG00000028923",-0.0659323983479248,6.01599079847004,0.609688938112521,0.677314921688908
"ENSMUSG00000024132",0.0580442027535104,4.74715134420943,0.609801400129061,0.677384037173688
"ENSMUSG00000028691",-0.0653266398807996,9.11462153828555,0.610202884469273,0.677774168701513
"ENSMUSG00000059495",-0.0502365683964472,7.52465456014743,0.61048825961966,0.678035279941724
"ENSMUSG00000031691",-0.0460359537631699,7.51282396859013,0.611259534144371,0.678835965054804
"ENSMUSG00000028444",0.218080398437819,0.674465228123345,0.611549869986471,0.679102454471797
"ENSMUSG00000040723",-0.231378552252748,0.0338711663154458,0.612033773235404,0.67958383139663
"ENSMUSG00000032180",-0.0602722576450436,4.99306257531033,0.612689602695111,0.680206043894285
"ENSMUSG00000041215",0.0497406286132519,6.23053792997256,0.612695051628833,0.680206043894285
"ENSMUSG00000050930",0.139965635470523,1.93001486102324,0.613049684424461,0.680543708475475
"ENSMUSG00000057110",0.0570028477552177,5.0133661362343,0.614029241291842,0.681562512622715
"ENSMUSG00000048439",-0.0682652832045593,3.96365703634555,0.614068561554447,0.681562512622715
"ENSMUSG00000059439",-0.062940560111386,4.91127455411397,0.614739421159912,0.682250937404855
"ENSMUSG00000044502",0.0513606102298616,5.18625910087857,0.616194367788255,0.683809373736703
"ENSMUSG00000038932",-0.0868669792647539,2.61134218006796,0.61628897832213,0.683858072002686
"ENSMUSG00000059772",0.0796554835570226,3.14137235959312,0.616506883510259,0.684036228326852
"ENSMUSG00000004270",-0.0530870727624511,5.94310404203234,0.616564632514598,0.684036228326852
"ENSMUSG00000058325",0.0469780524426917,7.12095241413012,0.616601754070759,0.684036228326852
"ENSMUSG00000038037",-0.14506176659999,2.71322224983837,0.616687686820371,0.684075265862374
"ENSMUSG00000054408",-0.0620901288893049,6.99880537739803,0.616994471666257,0.68435926217976
