"","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000022241",0.0335471054994478,7.38736370970948,0.138967409156511,0.709309712705302,0.763266621725749
"ENSMUSG00000000148",-0.0560122377564933,4.54643482415267,0.138443896262958,0.709832916675244,0.763768660683133
"ENSMUSG00000029406",-0.0517848894291285,5.86164076156487,0.13780845606756,0.710469497205726,0.764392601103782
"ENSMUSG00000064284",0.0585158498891671,2.82540582959324,0.137720331451016,0.710557911739564,0.764426718391275
"ENSMUSG00000041954",-0.10706056056577,0.550935126648859,0.137535553790271,0.710743401833227,0.764565256951303
"ENSMUSG00000056832",0.0593688825376653,3.42867629650308,0.137475771414851,0.710803445052501,0.764568837688723
"ENSMUSG00000024247",-0.0867889062497783,4.55536930524655,0.137323547713214,0.710956400016911,0.764672349499599
"ENSMUSG00000011751",-0.0974026845401439,1.06159222120847,0.137206123854444,0.711074453851141,0.764738309722157
"ENSMUSG00000033983",-0.0465305990210388,3.95518605320871,0.136339770584236,0.711947235712009,0.765615881033312
"ENSMUSG00000036504",-0.110536236432139,0.550213662440558,0.136037222351381,0.71225277115086,0.765830677544312
"ENSMUSG00000029440",0.0387314867510181,5.11008023867455,0.136029483396305,0.712260591577078,0.765830677544312
"ENSMUSG00000031969",-0.0383355754747999,5.12225236155467,0.135945100998651,0.712345878707926,0.765861296025325
"ENSMUSG00000017418",-0.0427412609394248,5.5859885866861,0.135431235140527,0.712865904329757,0.766359270834885
"ENSMUSG00000020877",0.0518171221531785,3.42805211839072,0.135311389018892,0.712987348098379,0.766428709011582
"ENSMUSG00000003824",0.0857318917723918,1.99039501022532,0.134593162683736,0.713716431467238,0.767151268745801
"ENSMUSG00000025545",0.0498508548157668,3.63951518715636,0.134511260018184,0.713799712297514,0.767179615840132
"ENSMUSG00000069520",0.0390657436522297,5.93978859372655,0.134334517152138,0.713979527254528,0.767311703357644
"ENSMUSG00000026843",0.0333708193425089,6.64198956593723,0.133479053425486,0.714851762216954,0.768187852247649
"ENSMUSG00000039357",-0.0433302228600426,4.6422524759099,0.133400961747806,0.714931542517037,0.768212348531179
"ENSMUSG00000021831",-0.0522609486632422,6.64063517956341,0.132838920356967,0.715506519479537,0.768768900064051
"ENSMUSG00000007656",-0.0393832072163419,6.91020025551279,0.132726004563061,0.715622200221206,0.768831915937367
"ENSMUSG00000024276",-0.0484817635455844,5.73480905163595,0.132433225569873,0.715922408301063,0.769093153741862
"ENSMUSG00000038784",0.0433910202274384,5.20243739152212,0.132373304220685,0.715983896433335,0.769097920941657
"ENSMUSG00000014550",-0.0361208546203883,5.65791967366591,0.132123849355127,0.716240043378465,0.769311769961364
"ENSMUSG00000029864",-0.0813225351105412,1.31206151052155,0.131582799887815,0.716796549776245,0.769848174596364
"ENSMUSG00000050377",0.0986655284905188,1.16014980038337,0.130814639834639,0.717588883341831,0.770637754826035
"ENSMUSG00000047045",-0.0330205583117682,6.52032430552725,0.130751703583235,0.717653916643555,0.770646204418653
"ENSMUSG00000042985",0.0802136657678356,3.03633525067768,0.130074158166973,0.718355161585701,0.771337788397996
"ENSMUSG00000093904",-0.0325916631678582,7.13643858313589,0.129955061837741,0.718478636877611,0.771408928300978
"ENSMUSG00000039852",0.0375148448835544,7.3283321991964,0.129845439694762,0.71859234615204,0.77146957222869
"ENSMUSG00000059456",0.0400590729960184,4.99689698912193,0.129343520643022,0.719113672450005,0.771967782950989
"ENSMUSG00000003308",0.0451231569114047,5.39203279519853,0.128303213839303,0.720197852741931,0.773009720731405
"ENSMUSG00000006732",0.0432641944820165,4.06476188186736,0.128283188595773,0.720218771097307,0.773009720731405
"ENSMUSG00000034667",-0.0311121655416915,7.6669973872449,0.128231417940974,0.720272859225793,0.773009720731405
"ENSMUSG00000005161",-0.0323348131368149,7.9684640758862,0.128192397163198,0.720313634880788,0.773009720731405
"ENSMUSG00000041319",-0.0528452141159021,4.46132093388186,0.127642603420036,0.72088890023371,0.773565491049164
"ENSMUSG00000071064",0.035136353332182,5.51320534176109,0.127456213990631,0.72108424201751,0.773713520108091
